workbook,sheet,row,name,modelNumber,manufacturer,vendor,description,category,price,url,finish,color,collection,is_noise,is_high_confidence,is_new_vs_baseline
Product_Master_Audit_Pass.xlsx,Product_Occurrences,242,Master Bath Finishes & Trim,73835-CZ,,,,,155.804,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,243,Master Bath Finishes & Trim,73850-CZ,,,,,72.88600000000001,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,244,Hall Bathroom Plumbing,CD-K030PRO,,,,,8500,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,248,Hall Bathroom Electrical,FV-0511VKSL3,,,,,300.883,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,254,Hall Bath Finishes & Trim,K-20000,,,,,139.97500000000002,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,256,Hall Bath Finishes & Trim,75150-CZ,,,,,83.424,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,257,Hall Bath Finishes & Trim,74536-CZ,,,,,100.056,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,258,Hall Bath LVT,SI2103090L,,,,,300,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,259,Hall Bath LVT,V4N1H,,,,,41.78900000000001,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,305,Shower Wall Tile 93 sq ft MSI Veneto White Matte 12x24,NVENEWHI1224,,,,,1200,https://www.msisurfaces.com/site-search/?key=Veneto%20White,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,349,Carpet & Padding,464 SQ FT,,,,,2583,https://www.maslandcarpets.com/products/masland-carpets-in-mesa-bella?variant=40380042510390,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,363,"(2) 18"" Kohler Towel Bar",K-27383,,,,,88,https://www.amazon.com/dp/B0BHTTQC9G?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,403,Toilet Cimarron Tank,K31614,,,,,158.906,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,511,** Add-on toilet,TSW4736AT4001,,,,,902.143,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,512,** Add-on toilet,TTHU857,,,,,144.903,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,538,"Shower Trim Moen, Brantford",T2151BN,,,,,109.351,https://www.fergusonhome.com/moen-t2151/s720278?uid=1030356,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,540,Kohler Shower Base 36x34,K-8644,,,,,525.283125,https://www.homedepot.com/p/KOHLER-Rely-36-in-L-x-34-in-W-Alcove-Shower-Pan-Base-with-Center-Drain-in-White-K-8644-0/315752376,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,541,Kohler Shower Drain,K-9132,,,,,127.52300000000001,https://www.fergusonhome.com/kohler-k-9132/s567087?uid=176032,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,563,False,M6802BN,,,,,209.3555,https://www.amazon.com/gp/product/B01H1SOC02/ref=ox_sc_act_title_1?smid=ATVPDKIKX0DER&th=1,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,591,Hardware Handles,K-26640,,,,,61.138,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,593,Sink,K-2209,,,,,300,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,594,Faucet & Drain,K-22022,,,,,350,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,595,Toilet,K-30810,,,,,300,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,596,Toilet Paper Holder,K-21954,,,,,68.013,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,597,Towel Ring,K-21955,,,,,50.996,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,598,Mirror,K-26050,,,,,400,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,599,Vanity Light,K-31757,,,,,350,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,614,Shower Valve,U232CIS,,,,,1000,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,615,Shower 2 handle  Trim & Valve,UTS9211BG,,,,,622.183,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,616,Shower Head,3638BG,,,,,185.757,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,617,Shower Arm,S122BG,,,,,104.88499999999999,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,618,Shower Handheld,H5BG,,,,,301.928,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,619,Shower Handheld Slide Bar,155746BG,,,,,343.354,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,620,Shower Wall Elbow,A725BG,,,,,66.55,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,621,Shower Breaker Vacuum,K-9660,,,,,75.768,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,623,Toilet Tank,K-20450,,,,,214.632,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,624,Toilet Bowl Skirted,K-20485,,,,,358.952,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,625,Toilet Seat,K-26801,,,,,58.3,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,626,2 Widespread  Faucets,TS44102BG,,,,,1341.802,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,627,2 Widespread  Faucets Valves & Drains,M-9000,,,,,254.232,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,641,Shower Valve,K-8304,,,,,126.016,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,642,Shower Head & Trim,K-TS14422,,,,,699.3689999999999,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,643,Diverter Trim,K-T14491,,,,,286.836,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,644,Diverter Valve,K728,,,,,204.17100000000002,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,646,Elbow (in kit with Ferguson Home order of handheld),K-22172,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,647,Vacuum Breaker,K-9660,,,,,75.67999999999999,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,648,Soaker Tub,SH462576,,,,,2056.6150000000002,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,649,Soaker Tub Drain Roughin,SH653PVC,,,,,216.71099999999998,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,650,Soaker Tub Filler w/Diverter,K-T97328,,,,,2940.35,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,651,Tub Filler Mount,K-97339,,,,,177.0937,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,652,2- Sinks,K-20000,,,,,239.58,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,653,1 - Faucet & Drain kit  (Ferguson out of stock),K-14406,,,,,927.03625,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,654,1 - Faucet & Drain kit (Ferguson out of stock),K-14406,,,,,892.68,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,655,Toilet Tank,K-20250,,,,,214.676,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,656,Skirted Toilet Bowl,K-20485,,,,,358.952,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,657,Toilet Seat,K-26801,,,,,58.3,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,658,Toilet left Lever - to match,K21265,,,,,75.04,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,675,Faucet - Single Handle,M-6903BN,,,,,418.231,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,676,Shower Trim,T3691BN,,,,,373.021,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,677,Shower Arm,CL10154BN,,,,,52.074000000000005,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,678,Shower Head,S6365BN,,,,,308.59400000000005,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,679,Shower Arm Diverter Valve,CL703,,,,,106.535,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,680,Shower Handheld,H5BN,,,,,270.842,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,681,Shower El,A725BN,,,,,65.538,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,682,Shower Vacuum Breaker,K-9660,,,,,75.768,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,683,Shower Handheld Slide Bar,K-8524,,,,,338.272,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,684,Shower Slide Bar Trim Kit,K-974,,,,,53.129999999999995,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,792,Undermount Sink Single Bowl  Kohler,K-28876,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,800,Sink -,RVH8310,,,,,1250,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,832,Sink,K-20000,,,,,350,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,833,Faucet,K-22020,,,,,400,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,837,Shower Fixures / Trim,K-TS24617,,,,,400,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,838,Shower Fixures / Valve,K-8304,,,,,126.016,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,839,Shower Fixture / Head,K-23218,,,,,134.365,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,840,Shower Fixture / Arm,K-7397,,,,,66.583,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,841,Shower Vacumn,K-9660,,,,,47.5,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,842,Grab Bar,K-24550,,,,,102.234,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,843,Toilet paper Holder,K-21954,,,,,46.882,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,844,Towel Ring,K-21955,,,,,35.167,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,845,Towel Bar,K-21953,,,,,59.598,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,846,Toilet,K-30810,,,,,416.9,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,848,Flooring,VV872,,,,,950,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,852,Shower Fixtures / Tub Spot,K-27422,,,,,72.26,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,853,Shower Fixture / Head,K-23218,,,,,400,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,854,Shower Fixture / Arm,K-7397,,,,,66.583,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,855,Shower Trim,K-TS23954,,,,,160.24800000000002,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,856,Shower Fixures / Valve,K-8304,,,,,126.016,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,857,Shower Vacumn,K-9660,,,,,47.5,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,858,*** Add-on Toilet,K-30810,,,,,416.9,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,859,*** Add on Tub (Cost in addon ),K-716,,,,,0,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,860,*** Add on Tub Drain  (Cost in addon ),K-73213,,,,,0,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,863,Sink,K-20000,,,,,350,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,864,Faucet,K-27415,,,,,400,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,869,Grab Bar,K-24550,,,,,102.234,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,870,Toilet paper Holder,K-27429,,,,,50.831,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,871,Towel Bars (3),K-27426,,,,,185.163,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,894,Ferguson,K-27390,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,906,Plumbing Fixtures,K-200000,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,907,Ferguson,K-27390,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,909,Plumbing Fixtures,K-200000,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,910,Ferguson,K-27390,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,927,Ferguson,K-27390,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,938,Plumbing Fixtures,K-200000,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,939,Ferguson,K-27390,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,941,Plumbing Fixtures,K-200000,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Occurrences,942,Ferguson,K-27390,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,181,Flooring,I228133LX,,,,,$900.00,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,182,Flooring,VSNP-07660,,,,,$33.93,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,205,Master Bathroom Plumbing,CD-K030PRO,,,,,2000,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,208,DR10000UNWSHF,DR10000UNWSHF,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,212,"Delta Universal Mixing Rough-In Valve with Service Stops, 1/2"" NPT Male thread with 1/2"" C.W.T Female Sweat - Shower Only, No Tub Outlet",R10000,,,,,77.792,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,213,"Delta Innovations Three Function Diverter Valve Trim Less Rough-In Valve - Two Independent Positions, One Shared Position",T11800,,,,,277.398,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,214,Delta Lahara Monitor 17 Series Dual Function Pressure Balanced Shower Only with Integrated Volume Control - Less Rough-In Valve,T17238,,,,,307.76900000000006,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,216,Master Bathroom Electrical,FV-0511VKS3S,,,,,248.60000000000002,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,217,Master Bathroom Electrical,FV-0511VKSL3,,,,,300.883,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,224,Master Bath Finishes & Trim,K-20000,,,,,139.97500000000002,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,226,Master Bath Finishes & Trim,41618-CZ,,,,,173.657,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,227,Master Bath Finishes & Trim,41624-CZ,,,,,188.144,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,228,Master Bath Finishes & Trim,41642-CZ,,,,,289.28900000000004,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,229,Master Bath Finishes & Trim,73835-CZ,,,,,155.804,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,230,Master Bath Finishes & Trim,73850-CZ,,,,,72.88600000000001,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,231,Hall Bathroom Plumbing,CD-K030PRO,,,,,8500,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,235,Hall Bathroom Electrical,FV-0511VKSL3,,,,,300.883,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,241,Hall Bath Finishes & Trim,K-20000,,,,,139.97500000000002,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,243,Hall Bath Finishes & Trim,75150-CZ,,,,,83.424,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,244,Hall Bath Finishes & Trim,74536-CZ,,,,,100.056,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,245,Hall Bath LVT,SI2103090L,,,,,300,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,246,Hall Bath LVT,V4N1H,,,,,41.78900000000001,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,290,Shower Wall Tile 93 sq ft MSI Veneto White Matte 12x24,NVENEWHI1224,,,,,1200,https://www.msisurfaces.com/site-search/?key=Veneto%20White,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,334,Carpet & Padding,464 SQ FT,,,,,2583,https://www.maslandcarpets.com/products/masland-carpets-in-mesa-bella?variant=40380042510390,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,347,"(2) 18"" Kohler Towel Bar",K-27383,,,,,88,https://www.amazon.com/dp/B0BHTTQC9G?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,385,Toilet Cimarron Tank,K31614,,,,,158.906,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,486,** Add-on toilet,TSW4736AT4001,,,,,902.143,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,487,** Add-on toilet,TTHU857,,,,,144.903,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,512,"Shower Trim Moen, Brantford",T2151BN,,,,,109.351,https://www.fergusonhome.com/moen-t2151/s720278?uid=1030356,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,514,Kohler Shower Base 36x34,K-8644,,,,,525.283125,https://www.homedepot.com/p/KOHLER-Rely-36-in-L-x-34-in-W-Alcove-Shower-Pan-Base-with-Center-Drain-in-White-K-8644-0/315752376,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,515,Kohler Shower Drain,K-9132,,,,,127.52300000000001,https://www.fergusonhome.com/kohler-k-9132/s567087?uid=176032,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,536,False,M6802BN,,,,,209.3555,https://www.amazon.com/gp/product/B01H1SOC02/ref=ox_sc_act_title_1?smid=ATVPDKIKX0DER&th=1,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,563,Hardware Handles,K-26640,,,,,61.138,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,565,Sink,K-2209,,,,,300,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,566,Faucet & Drain,K-22022,,,,,350,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,567,Toilet,K-30810,,,,,416.9,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,568,Toilet Paper Holder,K-21954,,,,,68.013,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,569,Towel Ring,K-21955,,,,,50.996,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,570,Mirror,K-26050,,,,,400,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,571,Vanity Light,K-31757,,,,,350,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,586,Shower Valve,U232CIS,,,,,1000,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,587,Shower 2 handle  Trim & Valve,UTS9211BG,,,,,622.183,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,588,Shower Head,3638BG,,,,,185.757,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,589,Shower Arm,S122BG,,,,,104.88499999999999,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,590,Shower Handheld,H5BG,,,,,301.928,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,591,Shower Handheld Slide Bar,155746BG,,,,,343.354,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,592,Shower Wall Elbow,A725BG,,,,,66.55,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,593,Shower Breaker Vacuum,K-9660,,,,,75.768,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,595,Toilet Tank,K-20450,,,,,214.632,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,596,Toilet Bowl Skirted,K-20485,,,,,358.952,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,597,Toilet Seat,K-26801,,,,,58.3,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,598,2 Widespread  Faucets,TS44102BG,,,,,1341.802,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,599,2 Widespread  Faucets Valves & Drains,M-9000,,,,,254.232,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,613,Shower Valve,K-8304,,,,,126.016,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,614,Shower Head & Trim,K-TS14422,,,,,699.3689999999999,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,615,Diverter Trim,K-T14491,,,,,286.836,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,616,Diverter Valve,K728,,,,,204.17100000000002,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,618,Elbow (in kit with Ferguson Home order of handheld),K-22172,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,619,Vacuum Breaker,K-9660,,,,,75.67999999999999,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,620,Soaker Tub,SH462576,,,,,2056.6150000000002,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,621,Soaker Tub Drain Roughin,SH653PVC,,,,,216.71099999999998,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,622,Soaker Tub Filler w/Diverter,K-T97328,,,,,2940.35,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,623,Tub Filler Mount,K-97339,,,,,177.0937,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,624,2- Sinks,K-20000,,,,,239.58,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,625,1 - Faucet & Drain kit  (Ferguson out of stock),K-14406,,,,,927.03625,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,626,1 - Faucet & Drain kit (Ferguson out of stock),K-14406,,,,,892.68,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,627,Toilet Tank,K-20250,,,,,214.676,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,628,Skirted Toilet Bowl,K-20485,,,,,358.952,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,629,Toilet left Lever - to match,K21265,,,,,75.04,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,646,Faucet - Single Handle,M-6903BN,,,,,418.231,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,647,Shower Trim,T3691BN,,,,,373.021,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,648,Shower Arm,CL10154BN,,,,,52.074000000000005,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,649,Shower Head,S6365BN,,,,,308.59400000000005,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,650,Shower Arm Diverter Valve,CL703,,,,,106.535,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,651,Shower Handheld,H5BN,,,,,270.842,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,652,Shower El,A725BN,,,,,65.538,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,653,Shower Vacuum Breaker,K-9660,,,,,75.768,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,654,Shower Handheld Slide Bar,K-8524,,,,,338.272,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,655,Shower Slide Bar Trim Kit,K-974,,,,,53.129999999999995,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,761,Undermount Sink Single Bowl  Kohler,K-28876,,,,,,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,769,Sink -,RVH8310,,,,,1250,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,801,Sink,K-20000,,,,,350,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,802,Faucet,K-22020,,,,,400,,,,,0,1,1
Product_Master_Audit_Pass.xlsx,Product_Master,806,Shower Fixures / Trim,K-TS24617,,,,,400,,,,,0,1,1
